conditionid,closingcondition,conditionfamily,conditionname,conditionpayload,configurable,consolidation,consolidationsleeptime,description,downstream,fetchdata,issnooze,priority,remediation,snooze,sourcesystem,underresearch,updatedtime
11439,False,69,Vault Device Thermal Warning,,,False,,,itsm,,False,,,,1.0,,
11330,False,11,SharePoint Server Search 14- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
17009,False,73,VMware Inventory Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
11703,False,9,RPC Endpoint Mapper- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001060,False,4,Citrix - MetaFrame Server failed to connect to the Data Store.,,,False,,,itsm,,False,,,,1.0,,
3113,True,1,Domain Controller is not considered suitable (Closing Condition),,,False,,,itsm,,False,,,,1.0,,
50076,,,,,,False,,,itsm,,False,,,,2.0,,
1000347,False,7,HP Insight Management Foundation Agent detected Critical Rising threshold passed,,,False,,,itsm,,False,,,,1.0,,
1000251,False,7,Afamgt Unrecovered Read Error on Disk.,,,False,,,itsm,,False,,,,1.0,,
1075,False,1,The server holding the PDC role is down.,,,False,,,itsm,,False,,,,1.0,,
1000131,False,5,Disk I/O problem preventing exchange for writing log files - Mail Flow Down.,,,False,,,itsm,,False,,,,1.0,,
16827,False,89,Lync Server Web Conferencing- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50329,,,,,,False,,,itsm,,False,,,,2.0,,
1002927,False,1,AD DS - Directory partition has not been backed up.,,,False,,,itsm,,False,,,,1.0,,
1001002,False,7,MegaRAID Storage Manager - Communication lost on enclosure.,,,False,,,itsm,,False,,,,1.0,,
1000393,False,7,Promise Napa I2API - Possible Disk Issue (Unknown).,,,False,,,itsm,,False,,,,1.0,,
11674,False,9,Intersite Messaging- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1002821,False,9,A duplicate name has been detected on the TCP network.,,,False,,,itsm,,False,,,,1.0,,
1000987,False,7,MegaRAID Storage Manager - Flash Error.,,,False,,,itsm,,False,,,,1.0,,
10567,False,2,Symantec DefWatch - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000296,False,7,Promise Technology Inc. Ultra IDE Controller Device did not respond within the timeout Period.,,,False,,,itsm,,False,,,,1.0,,
10231,False,2,eTrust Antivirus Realtime Server - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
16915,False,4,Citrix Delivery Services Protocol Transition Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10616,False,12,SQL Server Percent Log,,,False,,,itsm,,False,,,,1.0,,
1002007,False,11,SharePoint 2010 - Content database is Read-Only,,,False,,,itsm,,False,,,,1.0,,
50288,,,,,,False,,,itsm,,False,,,,2.0,,
1004251,False,5,MS Exchange - An error occurred while using SSL configuration for endpoint,,,False,,,itsm,,False,,,,1.0,,
10287,False,5,msftesql-Exchange - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50011,,,,,,False,,,itsm,,False,,,,2.0,,
50055,,,,,,False,,,itsm,,False,,,,2.0,,
1001554,False,22,BlackBerry - BlackBerry Messaging email flow stopped for specific user,,,False,,,itsm,,False,,,,1.0,,
16985,False,1,Microsoft Azure AD Sync- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001824,False,11,SharePoint - Access Denied For Writing To Registry,,,False,,,itsm,,False,,,,1.0,,
50341,,,,,,False,,,itsm,,False,,,,2.0,,
1000928,False,7,MegaRAID Storage Manager - Unexpected Sense errors on Serial Attached SCSI (SAS) device.,,,False,,,itsm,,False,,,,1.0,,
11795,False,92,Default Route Change,,,False,,,itsm,,False,,,,1.0,,
1001331,True,7,Intel SCSI RAID Controllers Device responded within the timeout Period (Closing condition).,,,False,,,itsm,,False,,,,1.0,,
1001988,False,11,SharePoint - Security Token Service claims cannot establish an endpoint,,,False,,,itsm,,False,,,,1.0,,
1001471,False,5,Exchange - The Exchange store is dismounted due to JET error Checkpoint Depth Too Deep.,,,False,,,itsm,,False,,,,1.0,,
50263,,,,,,False,,,itsm,,False,,,,2.0,,
1000223,False,7,Fault tolerance disk - System failed to flush data due to which corruption may occur.,,,False,,,itsm,,False,,,,1.0,,
1000402,False,7,Highpoint ATA RAID HPT374 Controller failed to allocate memory.,,,False,,,itsm,,False,,,,1.0,,
50094,,,,,,False,,,itsm,,False,,,,2.0,,
16975,False,12,SQL Server Integration Services 11.0- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001482,False,22,The BlackBerry Controller Service reports \"will not restart - reached the maximum restarts per 24 hours,,,False,,,itsm,,False,,,,1.0,,
10655,False,2,Symantec Settings Manager- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001558,False,11,Sharepoint-The application pool account must be registered as a Kerberos service provider,,,False,,,itsm,,False,,,,1.0,,
1000292,False,7,Promise Technology Inc. Ultra IDE Controller Old or out-of-date firmware.,,,False,,,itsm,,False,,,,1.0,,
1000120,False,5,Corrupt page link was detected - Mail Flow Down.,,,False,,,itsm,,False,,,,1.0,,
11286,False,2,Trend Micro Plug-in Manager- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50349,,,,,,False,,,itsm,,False,,,,2.0,,
1001953,False,11,SharePoint Services - Content Database Synchronization failed,,,False,,,itsm,,False,,,,1.0,,
3001,True,1,SYSVOL and NETLOGON Shares are Not available on Domain Controller (Closing Condition),,,False,,,itsm,,False,,,,1.0,,
11488,False,31,Monitored Linux Server or Site internet is down,,,False,,,itsm,,False,,,,1.0,,
16860,False,89,Lync Server Persistent Chat- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50059,,,,,,False,,,itsm,,False,,,,2.0,,
1000187,False,7,RaidService - Disk Initialization Failed,,,False,,,itsm,,False,,,,1.0,,
50071,,,,,,False,,,itsm,,False,,,,2.0,,
1000957,False,5,Exchange Database manual Store Dismount.,,,False,,,itsm,,False,,,,1.0,,
50162,,,,,,False,,,itsm,,False,,,,2.0,,
10517,False,5,MS Exchange FDS - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50097,,,,,,False,,,itsm,,False,,,,2.0,,
11686,False,9,Network Location Awareness- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
11578,False,33,Email roundtrip Transaction monitoring - Email round trip violation has occurred based on defined threshold time limit.,,,False,,,itsm,,False,,,,1.0,,
16769,False,22,BlackBerry Administration Service - Application Server- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
10848,False,2,AVG10 Admin Server on 64 bit version- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1004317,False,16,Windows Cluster - Cluster Shared Volume (CSV) is low on free space,,,False,,,itsm,,False,,,,1.0,,
1000248,False,7,Afamgt excessive temperature reading from the controller.,,,False,,,itsm,,False,,,,1.0,,
1001543,False,11,Sharepoint - Internal plug-in error,,,False,,,itsm,,False,,,,1.0,,
50227,,,,,,False,,,itsm,,False,,,,2.0,,
1000924,False,7,MegaRAID Storage Manager - Puncturing bad block.,,,False,,,itsm,,False,,,,1.0,,
10562,False,2,Sunbelt Vipre Enterprise service - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001989,False,11,SharePoint 2010 - An exception occurred when trying to issue a security token ID 3242,,,False,,,itsm,,False,,,,1.0,,
11523,False,73,VMwareVCMSDS- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1002187,False,16,"Microsoft Hyper V - Cluster Shared Volume is not available, All I/O will temporarily be queued",,,False,,,itsm,,False,,,,1.0,,
50223,,,,,,False,,,itsm,,False,,,,2.0,,
1000334,False,7,Hardware error has occurred due to controller status not responding.,,,False,,,itsm,,False,,,,1.0,,
1001866,False,11,SharePoint Services - The launcher cannot register with the load balancer,,,False,,,itsm,,False,,,,1.0,,
11458,False,73,VMware Host Hardware Issue observed for Chassis Sensor,,,False,,,itsm,,False,,,,1.0,,
17035,False,2,Symantec.cloud Cloud Agent- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
16938,False,4,Citrix Services Manager- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
5012,False,5,Exchange Server Number of free page table entries is low which can cause system instability,,,False,,,itsm,,False,,,,1.0,,
1004282,False,19,Remote Desktop Services - Remote Connection manager database (RDMS) is down,,,False,,,itsm,,False,,,,1.0,,
16731,False,2,COMODO ESM Agent- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
11710,False,9,Server- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50260,,,,,,False,,,itsm,,False,,,,2.0,,
1003661,True,11,SharePoint 2010 - SharePoint Lists Cannot Receive Email (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000217,False,7,Adaptec - Ultra adpu160m or adpu320 SCSI Controller Parity Error,,,False,,,itsm,,False,,,,1.0,,
1001661,False,5,Database inconsistency was encountered while performing an upgrade on the database. Run Isinteg to detect and repair database inconsistencies.,,,False,,,itsm,,False,,,,1.0,,
11736,False,9,Windows Connection Manager- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50332,,,,,,False,,,itsm,,False,,,,2.0,,
1000305,True,7,"VIA Technologies, Inc. - VIA Serial ATA RAID Controller Device responded within the timeout Period (Closing condition).",,,False,,,itsm,,False,,,,1.0,,
1000319,False,7,Server chassis cover is open.,,,False,,,itsm,,False,,,,1.0,,
1000892,False,7,Storage Agents - Fibre Channel Controller Status Changed to Connection failed,,,False,,,itsm,,False,,,,1.0,,
1000340,False,7,Silicon Image SiI 0680 ATA133 Controller Device did not respond within the timeout Period.,,,False,,,itsm,,False,,,,1.0,,
1002722,False,16,Microsoft Hyper V Virtual Machine replication terminated abnormally,,,False,,,itsm,,False,,,,1.0,,
16979,False,1,Azure AD Connect Health SYNc Indsights service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1002336,False,5,MS Exchange - DAG failover unexpectedly,,,False,,,itsm,,False,,,,1.0,,
1000270,False,7,LSI Logic - Fusion-MPT SCSI StorPort Controller Driver Error,,,False,,,itsm,,False,,,,1.0,,
1001550,False,11,Sharepoint - SharePoint Administration service is disabled,,,False,,,itsm,,False,,,,1.0,,
1003339,True,89,MS Lync - Failed to connect to back-end database (Closing condition),,,False,,,itsm,,False,,,,1.0,,
11430,False,29,StorageCraft Raw Agent- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10309,False,2,ScanMail_Monitor - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10303,False,7,Promise Array Message Agent - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000326,False,7,Dmio Probability of Disk failure / Offline / Raid degraded,,,False,,,itsm,,False,,,,1.0,,
1000265,False,7,LSI Logic - Fusion-MPT MiniPort Controller Driver Error,,,False,,,itsm,,False,,,,1.0,,
11392,False,2,VIPRE Business Site Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001746,False,5,Exchange - Microsoft Exchange System Attendant service may not come online,,,False,,,itsm,,False,,,,1.0,,
10257,False,2,McAfee Log Service - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50182,,,,,,False,,,itsm,,False,,,,2.0,,
1001977,False,11,SharePoint - Alternate access mappings have not been configured,,,False,,,itsm,,False,,,,1.0,,
16755,False,19,Routing and Remote Access- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
11477,False,73,VMware Performance Memory vmmemctl Average exceeded threshold value,,,False,,,itsm,,False,,,,1.0,,
16742,False,26,DHCP Client- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000259,False,7,Adaptec 7890 Ultra2/LVD Controller Timed Out error.,,,False,,,itsm,,False,,,,1.0,,
10276,False,5,MS Exchange FDS - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
3133,True,1,Default Domain Controllers Policy Failed (Closing Condition),,,False,,,itsm,,False,,,,1.0,,
1002877,False,1,DNS - Server was unable to complete directory service enumeration of zone.,,,False,,,itsm,,False,,,,1.0,,
16872,False,89,Lync Server Web Conferencing Compatibility- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000357,False,7,Intel Matrix Storage Event Monitor Serivce indicates possible Hardware failure - Unknown,,,False,,,itsm,,False,,,,1.0,,
1000331,False,7,Adaptec I2O RAID Adapters failed to allocate memory.,,,False,,,itsm,,False,,,,1.0,,
1000409,False,7,HighPoint - RocketRAID 182x SATA Controller Driver Error,,,False,,,itsm,,False,,,,1.0,,
1001986,False,11,SharePoint 2010 - Database could not be accessed,,,False,,,itsm,,False,,,,1.0,,
1000291,False,7,Adaptec - Ultra3 AIC78xx Series Host Adapters Not Ready,,,False,,,itsm,,False,,,,1.0,,
1000135,False,22,BlackBerry - BlackBerry Server Connection failure for SRP.,,,False,,,itsm,,False,,,,1.0,,
1000184,False,7,RAIDService - Drive entered a Fail State,,,False,,,itsm,,False,,,,1.0,,
17044,False,2,Symantec Endpoint Protection.- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000049,False,5,Corruption was detected in a backup set.,,,False,,,itsm,,False,,,,1.0,,
10292,False,2,Network Associates Task Manager - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001714,False,1,Active Directory 2008 - Trusted Domain List Update Failure,,,False,,,itsm,,False,,,,1.0,,
11689,False,9,Network Store Interface Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001383,True,5,Exchange 2007 - Hub Transport or Edge Transport server exhausts. - (Closing),,,False,,,itsm,,False,,,,1.0,,
10229,False,2,eTrust Antivirus Admin Server - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50386,,,,,,False,,,itsm,,False,,,,2.0,,
1001353,False,7,Adaptec Controller Device did not respond within the timeout period,,,False,,,itsm,,False,,,,1.0,,
1003915,False,87,Windows Cluster - Cluster network is down.,,,False,,,itsm,,False,,,,1.0,,
1001235,True,5,Exchange - Virtual Memory fragmentation issue detected (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000115,False,5,MS Exchange - A request to write to the file ED/Log has not completed for long time.,,,False,,,itsm,,False,,,,1.0,,
1000911,True,7,Storage Agents - External Array Logical Drive Status Changed to OK (Closing condition),,,False,,,itsm,,False,,,,1.0,,
11424,False,69,Vault Appliance Not reachable,,,False,,,itsm,,False,,,,1.0,,
1002899,False,9,Windows Server - Windows activation or validation has failed,,,False,,,itsm,,False,,,,1.0,,
1000929,False,7,MegaRAID Storage Manager - Unable to access device.,,,False,,,itsm,,False,,,,1.0,,
50209,,,,,,False,,,itsm,,False,,,,2.0,,
11820,False,92,Printer - Paper Jammed,,,False,,,itsm,,False,,,,1.0,,
3022,True,1,Not able to bind to Schema Owner via LDAP (Closing Condition),,,False,,,itsm,,False,,,,1.0,,
11818,False,92,Printer - Out of Paper,,,False,,,itsm,,False,,,,1.0,,
1001675,False,5,An Address List has an invalid Filter Rule due to which directory entries may not belong to this Address List.,,,False,,,itsm,,False,,,,1.0,,
1000399,False,7,Promise Message Agent - Possible Disk Issue,,,False,,,itsm,,False,,,,1.0,,
4,False,31,Monitored SNMP device interface is marked as down.,,,False,,,itsm,,False,,,,1.0,,
1003569,False,1,"AD DS - Active Directory lingering object detected, replication will be stopped.",,,False,,,itsm,,False,,,,1.0,,
50067,,,,,,False,,,itsm,,False,,,,2.0,,
1003572,True,7,Dell Server Monitoring - Power supply redundancy is lost. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1002321,False,4,Citrix XenApp - Performance of the device might suffer due to incorrect configuration of antivirus software.,,,False,,,itsm,,False,,,,1.0,,
50380,,,,,,False,,,itsm,,False,,,,2.0,,
1131,False,1,Kerberos fail to generate ticket for DC,,,False,,,itsm,,False,,,,1.0,,
5019,False,5,"Exchange 2003 Std SP2 - Database Size nearing Threshold Limit , Defrag Required",,,False,,,itsm,,False,,,,1.0,,
1000299,False,7,"VIA Technologies, Inc. - VIA IDE\\SATA RAID Controllers Port Timeout",,,False,,,itsm,,False,,,,1.0,,
50308,,,,,,False,,,itsm,,False,,,,2.0,,
10469,False,2,eTFWService - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000266,False,7,LSI - Logic Fusion-MPT SAS Storport Controller Driver Error,,,False,,,itsm,,False,,,,1.0,,
10327,False,2,Symantec Endpoint Protection - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000140,True,5,Manual Store mount (Closing condition).,,,False,,,itsm,,False,,,,1.0,,
1000202,False,7,Adaptec - Ultra adpu160m or adpu320 SCSI Controller Device Timed Out,,,False,,,itsm,,False,,,,1.0,,
1001242,True,5,Reverse non-delivery report (NDR) attack suspected on Exchange Server (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000858,False,7,Storage Agents - External Array Logical Drive Status Changed to Not available,,,False,,,itsm,,False,,,,1.0,,
11584,False,5,Microsoft Exchange Health Manager 2013- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
16987,False,5,Microsoft Exchange Compliance Audit- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001544,False,11,Sharepoint - IRM manifests are invalid,,,False,,,itsm,,False,,,,1.0,,
11345,False,11,SharePoint 2010 Timer- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1003415,True,9,OS - Windows SBS Server licensing issue. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000023,False,5,Exchange Database recovery failed due to log file set sequence issue - Exchange recovery failed.,,,False,,,itsm,,False,,,,1.0,,
16842,False,89,Lync Server Conferencing Announcement- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
11797,False,92,Different VLAN Number,,,False,,,itsm,,False,,,,1.0,,
1002897,False,9,Windows OS - Redundant NIC disconnected.,,,False,,,itsm,,False,,,,1.0,,
5018,False,5,Exchange 2000 standard - Database nearing 16GB Threshold Limit,,,False,,,itsm,,False,,,,1.0,,
16752,False,1,DFS Replication- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001621,False,1,Active Directory DFSR - Communication broken between DFSR partners,,,False,,,itsm,,False,,,,1.0,,
50102,,,,,,False,,,itsm,,False,,,,2.0,,
1003419,False,7,Intel Matrix Storage Event Monitor Service detected Hard drive reports a SMART Event.,,,False,,,itsm,,False,,,,1.0,,
1002678,False,5,MS Exchange - DAG encountered an error.,,,False,,,itsm,,False,,,,1.0,,
1019,False,1,Schema owner not available on Network,,,False,,,itsm,,False,,,,1.0,,
16770,False,22,BlackBerry Administration Service - Application Server- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1123,False,1,Domain Controller Cannot replicate,,,False,,,itsm,,False,,,,1.0,,
10563,False,2,Symantec AntiVirus - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11803,False,92,High Interface Utilization,,,False,,,itsm,,False,,,,1.0,,
1001252,True,5,Exchange HIGH number of threads waiting to complete an update to the database (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1001151,False,21,Performance Data Available Memory is very low,,,False,,,itsm,,False,,,,1.0,,
50287,,,,,,False,,,itsm,,False,,,,2.0,,
1001035,False,7,Adaptec AdvancedRAID Controller Driver failed to allocate memory.,,,False,,,itsm,,False,,,,1.0,,
10530,False,12,MSSQLServer - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
25010,False,11,SharePoint Search Host Controller- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001241,False,4,Citrix - Launching Published Applications Through Citrix Access Gateway fails,,,False,,,itsm,,False,,,,1.0,,
50292,,,,,,False,,,itsm,,False,,,,2.0,,
1001411,False,5,Exchange 2007 - Outlook Web Access proxy request failed because no Outlook Web Access virtual directory in the Active Directory site for the mailbox is configured for Kerberos authentication,,,False,,,itsm,,False,,,,1.0,,
11435,False,69,Vault Device raid degraded,,,False,,,itsm,,False,,,,1.0,,
10196,False,2,BitDefender Mail Service v2 - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000365,False,7,Server Agents Fault Tolerant Power Supply Sub-system is in a failed state,,,False,,,itsm,,False,,,,1.0,,
1003298,False,7,Hardware - DELL Manage application is not installed on the server.,,,False,,,itsm,,False,,,,1.0,,
1001740,False,22,BlackBerry messaging agent Failed to open default message store,,,False,,,itsm,,False,,,,1.0,,
1001398,False,5,Exchange 2007/2010 - Database mounts fails due to MESO container is deleted from the Active Directory service.,,,False,,,itsm,,False,,,,1.0,,
1001409,False,5,Exchange 2007/2010 - Error in your Outlook Web Access configuration.,,,False,,,itsm,,False,,,,1.0,,
1001312,True,5,Exchange LDAP read OR Search Time is too high (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1003102,False,1,"AD DS - Replication error, unable to send the change requests to the domain controller",,,False,,,itsm,,False,,,,1.0,,
1002065,False,16,Microsoft Hyper V - Detected Microsoft Emulated controller error,,,False,,,itsm,,False,,,,1.0,,
10171,False,7,Adaptec I/O Manager Server - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1004222,False,16,Azure Hyper V Synchronization - VM Cannot replicate changes due to intermittent Network Communication Failures,,,False,,,itsm,,False,,,,1.0,,
50013,,,,,,False,,,itsm,,False,,,,2.0,,
1000285,True,7,Promise SATAII150 IDE Controller Device ready for access (Closing condition).,,,False,,,itsm,,False,,,,1.0,,
10454,False,7,CIO Array Management Service 4.01 - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000876,False,7,Storage Agents - Drive Array controller status changed to Poweroff,,,False,,,itsm,,False,,,,1.0,,
10509,False,5,Microsoft Exchange POP3 - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50265,,,,,,False,,,itsm,,False,,,,2.0,,
1000372,False,7,Server Agents - The advance memory protection sub-system has detected a memory fault,,,False,,,itsm,,False,,,,1.0,,
1001762,False,11,SharePoint 2010 - Excel Calculation Services Array Out of Bounds,,,False,,,itsm,,False,,,,1.0,,
1000226,False,7,Advanced Configuration and Power Interface interpreter has detected an illegal operation.,,,False,,,itsm,,False,,,,1.0,,
1000396,False,7,Highpoint - ATA RAID HPT374 Controller Detected Port Timeout,,,False,,,itsm,,False,,,,1.0,,
1003182,True,19,Remote Desktop Services - Remote Desktop Services failed to join the Connection Broker on server. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
17006,False,5,Microsoft Filtering Management Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001229,False,5,Exchange - ActiveSync service experienced a transient error when it tried to access Active Directory information,,,False,,,itsm,,False,,,,1.0,,
1003729,False,5,MS Exchange- Microsoft Exchange Diagnostics service crashing post CU upgrade,,,False,,,itsm,,False,,,,1.0,,
1000078,False,5,Exchange backup has stopped due to hardware problems - Related root cause Backup Fails.,,,False,,,itsm,,False,,,,1.0,,
50235,,,,,,False,,,itsm,,False,,,,2.0,,
16920,False,4,Citrix Group Policy Engine- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11278,False,2,Trend Micro Client/Server Security Agent Listener or OfficeScanNT Listener- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1004219,False,16,Azure Hyper V Synchronization - Replication/Resynchronization failed due to dependent Update Process Operation Failed,,,False,,,itsm,,False,,,,1.0,,
1003513,True,7,Dell Server Monitoring - The Check Consistency found inconsistent parity data. Data redundancy may be lost (Closing condition),,,False,,,itsm,,False,,,,1.0,,
50346,,,,,,False,,,itsm,,False,,,,2.0,,
1000246,False,7,Afamgt Controller battery is charging.,,,False,,,itsm,,False,,,,1.0,,
17042,False,2,Symantec.cloud Scheduler- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50303,,,,,,False,,,itsm,,False,,,,2.0,,
10331,False,2,Symantec Mail Security for SMTP - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000968,False,7,MegaRAID Storage Manager - Temperature sensor differential detected on enclosure.,,,False,,,itsm,,False,,,,1.0,,
17020,False,91,CryptoPrevent Folder Watch Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
10478,False,2,eTrust SCM for SMTP - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
10676,False,2,BitDefender On Access Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001107,False,26,DHCP service does not start,,,False,,,itsm,,False,,,,1.0,,
50189,,,,,,False,,,itsm,,False,,,,2.0,,
1000879,False,7,Storage Agents - Possible issue with the array accelerator board,,,False,,,itsm,,False,,,,1.0,,
1002097,False,5,Exchange - The logfile sequence has been halted due to a fatal error,,,False,,,itsm,,False,,,,1.0,,
50139,,,,,,False,,,itsm,,False,,,,2.0,,
1001528,False,11,Sharepoint - Failed to create a SharePoint site,,,False,,,itsm,,False,,,,1.0,,
1002952,False,5,MS Exchange - An exception occurred and was handled by Exchange ActiveSync,,,False,,,itsm,,False,,,,1.0,,
1000116,False,5,Potential Disk I/O Problem may cause the Exchange Server to stop delivering e-mails or deliver e-mails very slowly,,,False,,,itsm,,False,,,,1.0,,
50174,,,,,,False,,,itsm,,False,,,,2.0,,
11663,False,19,RemoteApp and Desktop Connection Management- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11296,False,2,Trend Micro Solution Platform- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
16871,False,89,Lync Server Web Conferencing Compatibility- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1002015,False,11,SharePoint 2010 - Search propagation communication error,,,False,,,itsm,,False,,,,1.0,,
10333,False,2,Symantec Password Validation - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
11709,False,9,Server- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1002819,False,19,Remote Desktop Services - The RDS Host server could not contact the Remote Desktop license server.,,,False,,,itsm,,False,,,,1.0,,
1001258,True,5,Exchange High Kernel Memory utilization in Pool Paged Bytes (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1108,False,1,Active Directory replication failures,,,False,,,itsm,,False,,,,1.0,,
1001328,True,7,LSI Logic MegaRAID Miniport controller Device responded within the timeout Period (Closing condition).,,,False,,,itsm,,False,,,,1.0,,
10215,False,4,Citrix Licensing Service - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000370,False,7,Server Agents The fans are no longer redundant on Chassis,,,False,,,itsm,,False,,,,1.0,,
50362,,,,,,False,,,itsm,,False,,,,2.0,,
1001325,True,7,Emulex Fibre Channel (FC) SCSIport Miniport controller responded within the timeout Period (Closing condition).,,,False,,,itsm,,False,,,,1.0,,
17021,False,91,CryptoPrevent Folder Watch Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1002014,False,11,SharePoint 2010 - Search indexer initialization index failed,,,False,,,itsm,,False,,,,1.0,,
1000407,False,7,HighPoint HPT3xx ATA RAID Controller Driver detected an internal error in its data structures.,,,False,,,itsm,,False,,,,1.0,,
11826,False,92,Stack Switch Port Status Change,,,False,,,itsm,,False,,,,1.0,,
1001204,False,5,Exchange LDAP read OR Search Time is too high,,,False,,,itsm,,False,,,,1.0,,
1001489,False,5,Exchange 2010 - Slow response in Outlook due to RPC Average latency,,,False,,,itsm,,False,,,,1.0,,
1001301,True,5,HIGH number of messages in the largest delivery queues (Closing condition),,,False,,,itsm,,False,,,,1.0,,
50249,,,,,,False,,,itsm,,False,,,,2.0,,
1003422,True,89,MS Lync - Database connection failure. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
16997,False,5,Microsoft Exchange Health Manager Recovery- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
11541,False,73,VMware Host non critical event is observed,,,False,,,itsm,,False,,,,1.0,,
1000937,False,7,MegaRAID Storage Manager - Fan removed or failure.,,,False,,,itsm,,False,,,,1.0,,
10339,False,7,Uni RPC Service - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50222,,,,,,False,,,itsm,,False,,,,2.0,,
