conditionid,closingcondition,conditionfamily,conditionname,conditionpayload,configurable,consolidation,consolidationsleeptime,description,downstream,fetchdata,issnooze,priority,remediation,snooze,sourcesystem,underresearch,updatedtime
1002095,False,5,Exchange 2010 - An attempt to move the file failed with system error 2 (0x00000002),,,False,,,itsm,,False,,,,1.0,,
10206,False,22,BlackBerry Dispatcher - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50153,,,,,,False,,,itsm,,False,,,,2.0,,
1000955,False,7,MegaRAID Storage Manager - Consistency check aborted due to ownership loss on Virtual Disk.,,,False,,,itsm,,False,,,,1.0,,
10197,False,2,BitDefender Mail Service v3 - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000336,True,7,Promise FastTrak Family controller device responded within the timeout period (Closing condition).,,,False,,,itsm,,False,,,,1.0,,
1001245,True,21,Performance Data - Average processor utilization of your machine is HIGH (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000404,False,7,HighPoint - HPT3xx ATA RAID Controller Port Timeout,,,False,,,itsm,,False,,,,1.0,,
1120,False,1,"The Intersite Messaging service using the SMTP, an Warning Event occurred",,,False,,,itsm,,False,,,,1.0,,
1001332,False,7,Intel SCSI RAID Controllers Device did not respond within the timeout Period.,,,False,,,itsm,,False,,,,1.0,,
1001492,False,5,Exchange 2010 - Exchange Messages Queued For Submission,,,False,,,itsm,,False,,,,1.0,,
1001261,True,21,Performance Data Available Memory is very low (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1002083,False,7,Hardware - The driver detected a controller error on Device,,,False,,,itsm,,False,,,,1.0,,
50247,,,,,,False,,,itsm,,False,,,,2.0,,
10217,False,4,Citrix Virtual Memory Optimization - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000190,False,7,Adaptec AdvancedRAID Controller Port timeout due to prolonged inactivity.,,,False,,,itsm,,False,,,,1.0,,
16874,False,89,Lync Server Archiving- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
16767,False,12,SQL Server Browser- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50279,,,,,,False,,,itsm,,False,,,,2.0,,
1003269,False,89,MS Lync - An attempt to route to an Exchange UM server failed.,,,False,,,itsm,,False,,,,1.0,,
50093,,,,,,False,,,itsm,,False,,,,2.0,,
1001318,False,8,ISA Server report or log summary generator reached the resource limit,,,False,,,itsm,,False,,,,1.0,,
11337,False,11,SharePoint 2010 VSS Writer- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000322,False,7,Dmio Uncorrectable read & write errors,,,False,,,itsm,,False,,,,1.0,,
1001673,False,5,Exchange 2007 Edge Transport - Exchange could not read the server configuration,,,False,,,itsm,,False,,,,1.0,,
50160,,,,,,False,,,itsm,,False,,,,2.0,,
10305,False,7,RAID_SERVER - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001031,False,5,E-mail messages may be stuck in the Categorizer component,,,False,,,itsm,,False,,,,1.0,,
1000213,False,7,Adaptec Ultra adpu160m or adpu320 SCSI Controller Device Not Ready,,,False,,,itsm,,False,,,,1.0,,
1003435,True,7,Dell Server Monitoring - Controller current capacity of the battery is below threshold. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
11602,False,5,Microsoft Exchange Search 2013- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
16794,False,16,Hyper-V Remote Desktop Virtualization Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001257,True,5,Exchange High Kernal Memory utlization in NonPaged Bytes (Closing condition),,,False,,,itsm,,False,,,,1.0,,
50155,,,,,,False,,,itsm,,False,,,,2.0,,
1000195,False,7,Intel Server Manager - ECC Memory Errors,,,False,,,itsm,,False,,,,1.0,,
1001617,False,11,Sharepoint2010-Access Denied For Writing To Registry,,,False,,,itsm,,False,,,,1.0,,
1000920,False,7,MegaRAID Storage Manager - Background initialization on Virtual Disk failed.,,,False,,,itsm,,False,,,,1.0,,
50240,,,,,,False,,,itsm,,False,,,,2.0,,
10423,False,2,AVG7 TCP Server - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50117,,,,,,False,,,itsm,,False,,,,2.0,,
1001778,False,11,SharePoint 2010 - InfoPath Forms Services Form Templates Are Being Reloaded Frequently In Memory,,,False,,,itsm,,False,,,,1.0,,
11616,False,5,Microsoft Exchange Frontend Transport 2013- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1002348,False,7,Fujitsu - The temperature of the indicated sensor is out of tolerance range.,,,False,,,itsm,,False,,,,1.0,,
1000323,False,7,Dmio system detects bad blocks,,,False,,,itsm,,False,,,,1.0,,
11295,False,2,Trend Micro Solution Platform- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1003891,True,13,Web Services - Application pool is being automatically disabled due to a series of failures. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1003743,True,1,Active Directory authentication request are taking long time (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1002006,False,11,SharePoint 2010 - Cannot retrieve list of service applications from remote farm,,,False,,,itsm,,False,,,,1.0,,
10534,False,2,Norton AntiVirus Auto Protect Service - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
3122,True,1,"Infrastructure Master Owner, not found in domain (Closing Condition)",,,False,,,itsm,,False,,,,1.0,,
1004244,False,16,Hyper-V failed to resynchronize changes for virtual machine,,,False,,,itsm,,False,,,,1.0,,
16859,False,89,Lync Server Persistent Chat- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000875,False,7,Storage Agents - Drive Array controller status changed to Cable Problem.,,,False,,,itsm,,False,,,,1.0,,
50284,,,,,,False,,,itsm,,False,,,,2.0,,
11402,False,5,Microsoft Exchange Forms-Based Authentication service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10412,False,7,Adaptec I/O Manager Server - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50070,,,,,,False,,,itsm,,False,,,,2.0,,
1003736,True,5,Exchange 2007/2010 - Microsoft Exchange Transport service on an Exchange Server 2007/2010 Hub server fails to start. (Closing condition),,,False,,,itsm,,False,,,,1.0,,
10314,False,2,Sophos Agent - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
16824,False,89,Lync Server Audio/Video Conferencing- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000221,False,7,Adaptec Ultra adpu160m or adpu320 SCSI Controller Driver detected an internal error in its data structures.,,,False,,,itsm,,False,,,,1.0,,
10234,False,2,eTrust Common Services Log Daemon - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1002916,True,1,Windows - IPSec driver has entered Block mode (Closing condition),,,False,,,itsm,,False,,,,1.0,,
11719,False,9,System Events Broker- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10849,False,2,AVG10 Admin Server on 64 bit version- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10451,False,22,BlackBerry Router - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50085,,,,,,False,,,itsm,,False,,,,2.0,,
50038,,,,,,False,,,itsm,,False,,,,2.0,,
1001419,True,7,MegaRAID Storage Manager - The controller battery not present or has been removed (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1003144,False,13,Web Services - IIS Database Corrupt,,,False,,,itsm,,False,,,,1.0,,
11655,False,19,Remote Desktop Management- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50018,,,,,,False,,,itsm,,False,,,,2.0,,
6007,False,91,SSL Replacement notification WIN2K,,,False,,,itsm,,False,,,,1.0,,
10450,False,22,BlackBerry Policy Service - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50115,,,,,,False,,,itsm,,False,,,,2.0,,
1001099,False,9,Clients cannot obtain certificates from a Windows Server 2008-based certification authority,,,False,,,itsm,,False,,,,1.0,,
1000413,False,7,HP - Ultrium 2-SCSI Controller Driver Error,,,False,,,itsm,,False,,,,1.0,,
1003916,False,87,Windows Cluster - Cluster node was removed from the active failover cluster membership.,,,False,,,itsm,,False,,,,1.0,,
1002432,False,7,Fujitsu - Logical drive degraded.,,,False,,,itsm,,False,,,,1.0,,
10580,False,7,Uni RPC Service - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
16722,False,7,DSM SA Data Manager- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
50198,,,,,,False,,,itsm,,False,,,,2.0,,
10618,False,2,VIPRE Email Security Cloudmark Engine Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000143,True,5,Monitor Remote Queue Length - Exchange 2000 & 2003 (Closing condition),,,False,,,itsm,,False,,,,1.0,,
50257,,,,,,False,,,itsm,,False,,,,2.0,,
10673,False,2,BitDefender Antivirus Scanning Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000406,True,7,HighPoint HPT3xx ATA RAID Controller Device responded within the timeout Period (Closing condition).,,,False,,,itsm,,False,,,,1.0,,
50107,,,,,,False,,,itsm,,False,,,,2.0,,
1001828,False,11,SharePoint 2010 - Backup Restore timer job failed,,,False,,,itsm,,False,,,,1.0,,
6010,False,91,SSL Replacement notification WIN2K3 Essential SP <2,,,False,,,itsm,,False,,,,1.0,,
10672,False,2,BitDefender Antivirus Scanning Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1003274,False,89,MS Lync - An attempt to route to a gateway failed.,,,False,,,itsm,,False,,,,1.0,,
10230,False,2,eTrust Antivirus Job Server - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1002430,False,7,Fujitsu - Inconsistency detected on logical drive.,,,False,,,itsm,,False,,,,1.0,,
1002145,False,5,MS Exchange - Unable to connect using Exchange ActiveSync due to Exchange resource consumption.,,,False,,,itsm,,False,,,,1.0,,
1003287,False,5,MS Exchange - Installing Exchange on a domain controller is not recommended,,,False,,,itsm,,False,,,,1.0,,
11680,False,1,Kerberos Key Distribution Center- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001200,False,5,Heavier than normal load and that an increase in RPC latencies,,,False,,,itsm,,False,,,,1.0,,
16823,False,89,Lync Server Audio/Video Conferencing- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1002300,False,7,MegaRAID Storage Manager - Consistency check found inconsistent parity on VD strip.,,,False,,,itsm,,False,,,,1.0,,
11432,False,29,StorageCraft Shadow Copy Provider- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50080,,,,,,False,,,itsm,,False,,,,2.0,,
11351,False,11,Document Conversions Load Balancer for Microsoft SharePoint Server 2010- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1004213,False,16,Azure Hyper V Synchronization - VM Replication failed due to Azure Storage service failure,,,False,,,itsm,,False,,,,1.0,,
1000039,False,5,Exchange Database Recovery Failed - Database Restore Fails.,,,False,,,itsm,,False,,,,1.0,,
50007,,,,,,False,,,itsm,,False,,,,2.0,,
10311,False,9,Serv-U FTP Server - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10383,False,2,"Prev.Maint\\AVFailed\\Servers",,,False,,,itsm,,False,,,,1.0,,
17003,False,5,Microsoft Exchange Server Extension for Windows Server Backup- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10424,False,2,AVG7 Update Service - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50101,,,,,,False,,,itsm,,False,,,,2.0,,
50381,,,,,,False,,,itsm,,False,,,,2.0,,
50032,,,,,,False,,,itsm,,False,,,,2.0,,
17011,False,73,VMware License Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11526,False,73,vSphere Web Client- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50187,,,,,,False,,,itsm,,False,,,,2.0,,
10560,False,29,StorageCraft Image Manager - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11833,False,92,VLAN with no Interfaces,,,False,,,itsm,,False,,,,1.0,,
1001465,False,5,Outlook Web Access was unable to load some of its configuration settings,,,False,,,itsm,,False,,,,1.0,,
1003307,False,89,MS Lync - Phone route has an empty gateway list.,,,False,,,itsm,,False,,,,1.0,,
11772,False,4,Citrix Encryption Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1113,False,1,Domain Controller is not considered suitable,,,False,,,itsm,,False,,,,1.0,,
1002246,False,1,The DFS Replication service has stop communication with its partner,,,False,,,itsm,,False,,,,1.0,,
10601,False,35,NoData Task for Server Watch Servers,,,False,,,itsm,,False,,,,1.0,,
10268,False,5,Microsoft Exchange POP3 - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
5507,True,5,Exchange - Domain Naming FSMO role did not respond (Closing Condition),,,False,,,itsm,,False,,,,1.0,,
1003242,False,89,MS Lync - The domain controller could have gone down,,,False,,,itsm,,False,,,,1.0,,
17048,False,73,VMWare Memory Utilization,,,False,,,itsm,,False,,,,1.0,,
1002768,False,1,AD DS - Site has no NTDS Site Settings object.,,,False,,,itsm,,False,,,,1.0,,
11494,False,36,Managed Server Patch issues,,,False,,,itsm,,False,,,,1.0,,
1000386,False,7,Promise Napa I2API - Disk Error,,,False,,,itsm,,False,,,,1.0,,
1001510,True,7,Dell Server Monitoring - Voltage sensor value returned to a normal,,,False,,,itsm,,False,,,,1.0,,
10426,False,2,AVG8Admin Server - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11349,False,11,SharePoint 2010 Administration- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000282,True,7,AMI MegaRaid RAID Controller Device ready for access (Closing condition).,,,False,,,itsm,,False,,,,1.0,,
17030,False,2,Symantec Migration Service- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
11601,False,5,Microsoft Exchange Search 2013- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1002962,False,5,MS Exchange - The database engine attempted a clean write operation on page of database Drive.,,,False,,,itsm,,False,,,,1.0,,
1000269,False,7,LSI Logic Fusion-MPT MiniPort Driver Old or out-of-date firmware.,,,False,,,itsm,,False,,,,1.0,,
1004311,False,9,Windows server - Configure dump file as per Microsoft recommendation,,,False,,,itsm,,False,,,,1.0,,
11617,False,5,Microsoft Exchange Frontend Transport 2013- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
11819,False,92,Printer - Output Tray Missing,,,False,,,itsm,,False,,,,1.0,,
1001774,False,11,SharePoint 2010 - Excel Calculation Services Configuration Database Access Failed,,,False,,,itsm,,False,,,,1.0,,
11775,False,4,Citrix Licensing- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11782,False,12,SQL Server (SQLEXPRESS)- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
3029,True,1,Passed test MachineAccount,,,False,,,itsm,,False,,,,1.0,,
1002038,False,7,A processor has crossed the threshold of allowable corrected errors. The processor should be replaced,,,False,,,itsm,,False,,,,1.0,,
1000207,False,7,Disk - I/O Request to the device did not complete or canceled within the specific timeout.,,,False,,,itsm,,False,,,,1.0,,
10419,False,9,AsperaSync - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11739,False,9,Windows Event Log- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
10425,False,2,AVG8 WatchDog - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11660,False,19,Remote Desktop Services UserMode Port Redirector- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11670,False,9,IKE and AuthIP IPsec Keying Modules- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50275,,,,,,False,,,itsm,,False,,,,2.0,,
1001511,False,5,Exchange - Database size has crossed the defined size limit.,,,False,,,itsm,,False,,,,1.0,,
1000354,False,7,Intel Matrix Storage Event Monitor Service detected Array status changed to Degraded.,,,False,,,itsm,,False,,,,1.0,,
1001279,True,5,Exchange Messages Queued For Submission (Closing condition),,,False,,,itsm,,False,,,,1.0,,
10573,False,2,Symantec Management Client - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001270,False,8,ISA SERVER detected a windows out-of-band attack.,,,False,,,itsm,,False,,,,1.0,,
11434,False,35,RMM Agent download/install failure,,,False,,,itsm,,False,,,,1.0,,
1000375,False,7,Server Agents The Processor has crossed the threshold of allowable corrected errors,,,False,,,itsm,,False,,,,1.0,,
50200,,,,,,False,,,itsm,,False,,,,2.0,,
10439,False,2,BitDefender Management Agent - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50403,False,9,Cluster Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
10178,False,9,AsperaSync - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000976,False,7,MegaRAID Storage Manager - Virtual Disk is partially degraded.,,,False,,,itsm,,False,,,,1.0,,
50072,,,,,,False,,,itsm,,False,,,,2.0,,
11468,False,73,VMware Performance Memory Active Average exceeded threshold value,,,False,,,itsm,,False,,,,1.0,,
10448,False,22,BlackBerry MDS Connection Service - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
10218,False,4,Citrix WMI Service - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001146,False,5,System Attendant not responding during Cluster Failover,,,False,,,itsm,,False,,,,1.0,,
50178,,,,,,False,,,itsm,,False,,,,2.0,,
10328,False,2,Symantec Endpoint Protection Manager - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001852,False,16,Microsoft Hyper V - Virtual machine could not be started because the hypervisor is not running.,,,False,,,itsm,,False,,,,1.0,,
11560,False,73,VMware ESX/ESXi Host services SSH,,,False,,,itsm,,False,,,,1.0,,
10545,False,7,RAID Storage Manager Agent - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000894,False,7,Storage Agents - SCSI Tape Drive Head Needs Cleaning,,,False,,,itsm,,False,,,,1.0,,
50207,,,,,,False,,,itsm,,False,,,,2.0,,
1001207,False,5,LDAP operation takes longer than the specified threshold to complete and it is considered a long running operation,,,False,,,itsm,,False,,,,1.0,,
50203,,,,,,False,,,itsm,,False,,,,2.0,,
11828,False,92,UPS - Battery Needs To Be Replaced,,,False,,,itsm,,False,,,,1.0,,
16841,False,89,Lync Server Conferencing Announcement- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000169,False,7,ServeRAID 7e SCSI detected a controller error.,,,False,,,itsm,,False,,,,1.0,,
1001105,False,4,Citrix - Paged Pool / Non Paged Pool threshold crossed on Citrix running on Windows 2003 Server.,,,False,,,itsm,,False,,,,1.0,,
1001308,True,5,Outstanding RPC requests reached maximum threshold (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000403,False,7,Promise Message Agent - Possible Disk or File system issue.,,,False,,,itsm,,False,,,,1.0,,
1003512,False,7,Reset to device - Controller issue found.,,,False,,,itsm,,False,,,,1.0,,
11613,False,5,Microsoft Exchange Unified Messaging 2013- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
16994,False,5,Microsoft Exchange DAG Management- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10458,False,4,Citrix Virtual Memory Optimization - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000046,False,5,Incorrect file path for log files OR Corrupt check file - Mail Flow Down.,,,False,,,itsm,,False,,,,1.0,,
1001363,False,7,New media error found on Controller,,,False,,,itsm,,False,,,,1.0,,
1001296,True,5,The Retry Mailbox Delivery Queue Length is Very HIGH (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000886,False,7,Storage Agents - Drive Array Accelerator Battery Failed,,,False,,,itsm,,False,,,,1.0,,
1001240,False,4,Citrix - Citrix EdgeSight for Presentation Server not present on the license server,,,False,,,itsm,,False,,,,1.0,,
1002057,False,16,Microsoft Hyper V - Virtual Machine failed to start,,,False,,,itsm,,False,,,,1.0,,
10252,False,8,ISA WEB PROXY - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10312,False,29,ShadowProtect Service - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10301,False,7,PowerAlert UPS Engine - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1000180,False,7,RAIDService - Disk Failure.,,,False,,,itsm,,False,,,,1.0,,
11360,False,12,SQL Active Directory Helper Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50232,,,,,,False,,,itsm,,False,,,,2.0,,
11369,False,11,Windows SharePoint Services Timer- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
10496,False,2,McAfee Framework Service - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
11401,False,5,Microsoft Exchange Forms-Based Authentication service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50256,,,,,,False,,,itsm,,False,,,,2.0,,
1001505,False,2,VIRUS found on server cure failed and quarantine succeeded,,,False,,,itsm,,False,,,,1.0,,
1001811,False,11,SharePoint 2010 - SQL Server Database Is Full,,,False,,,itsm,,False,,,,1.0,,
1000925,False,7,MegaRAID Storage Manager - Rebuild Failed.,,,False,,,itsm,,False,,,,1.0,,
1014,False,1,LsaPolicy operation failed due to network provider error,,,False,,,itsm,,False,,,,1.0,,
1002100,False,7,The driver for the display device got stuck in an infinite loop,,,False,,,itsm,,False,,,,1.0,,
1000105,False,1,"NTDS Database write timeout detected, all directory operations may fail.",,,False,,,itsm,,False,,,,1.0,,
6006,False,69,Vault Security Update for Preferred and Essentials,,,False,,,itsm,,False,,,,1.0,,
10244,False,7,HP Insight Foundation Agent - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1001430,False,5,Microsoft Exchange StoreDriver encountered a poison message during message submission,,,False,,,itsm,,False,,,,1.0,,
50375,,,,,,False,,,itsm,,False,,,,2.0,,
16838,False,89,Lync Server Centralized Logging Service Agent- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001062,False,26,DHCP is not authorized,,,False,,,itsm,,False,,,,1.0,,
1001367,True,19,Remote Desktop Clients Cannot Connect to Terminal Server (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1003696,True,89,MS Lync - LS Protocol connection failures (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1003314,False,89,MS Lync - Failed to connect to back-end database,,,False,,,itsm,,False,,,,1.0,,
50192,,,,,,False,,,itsm,,False,,,,2.0,,
10294,False,2,Norton AntiVirus Server - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
10512,False,5,Microsoft Exchange System Attendant - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
10461,False,4,Citrix XTE Server - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50269,,,,,,False,,,itsm,,False,,,,2.0,,
17029,False,2,Symantec Migration Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001140,False,5,EdgeTransport.exe file of Exchange 2007 servers crashes continuously,,,False,,,itsm,,False,,,,1.0,,
16862,False,89,Lync Server Audio/Video Authentication- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
10189,False,29,Backup Exec Oracle Agent - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1003692,True,89,MS Lync - Failed to connect to back-end dynamic database (Closing condition),,,False,,,itsm,,False,,,,1.0,,
16793,False,16,Hyper-V Remote Desktop Virtualization Service- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50114,,,,,,False,,,itsm,,False,,,,2.0,,
1002350,False,7,Fujitsu - One redundant hot-replace power supply failed.,,,False,,,itsm,,False,,,,1.0,,
50267,,,,,,False,,,itsm,,False,,,,2.0,,
50053,,,,,,False,,,itsm,,False,,,,2.0,,
1002886,False,1,DNS - Server does not have a cache or other database entry for root name servers.,,,False,,,itsm,,False,,,,1.0,,
10559,False,12,SQLServerAgent - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1000308,True,7,VMware SCSI Controller Device responded within the timeout Period (Closing condition).,,,False,,,itsm,,False,,,,1.0,,
10495,False,2,McAfee Alert Manager - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001194,False,5,Number of messages in a retry state in the remote delivery queues,,,False,,,itsm,,False,,,,1.0,,
50239,,,,,,False,,,itsm,,False,,,,2.0,,
11737,False,9,Windows Connection Manager- Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1003084,False,26,DHCP Service - Server encountered the error while cleaning up the database.,,,False,,,itsm,,False,,,,1.0,,
3024,True,1,RPC issue due to secure channel broken OR LDAP Bind failed (Closing Condition),,,False,,,itsm,,False,,,,1.0,,
10499,False,2,McAfee Managed Services Agent - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
50159,,,,,,False,,,itsm,,False,,,,2.0,,
1001744,False,22,BlackBerry - MAPI subsystem on the BlackBerry Enterprise Server is experiencing a memory leak issue,,,False,,,itsm,,False,,,,1.0,,
1000280,False,7,Promise SATAII150 IDE Controller Port timeout due to prolonged inactivity.,,,False,,,itsm,,False,,,,1.0,,
1004108,False,9,Windows Server - WMI Repository is not consistent,,,False,,,itsm,,False,,,,1.0,,
1001759,False,11,SharePoint 2010 - Mail Service Cannot Deliver Email Rule,,,False,,,itsm,,False,,,,1.0,,
11727,False,9,Themes- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
10208,False,22,BlackBerry Mobile Data Service - Not In Running State [Unexpected],,,False,,,itsm,,False,,,,1.0,,
1002013,False,11,SharePoint 2010 - Search index corrupted,,,False,,,itsm,,False,,,,1.0,,
1003437,False,21,Disk - IO operation at logical block failed due to a hardware error.,,,False,,,itsm,,False,,,,1.0,,
1000210,False,7,Adaptec Ultra adpu160m or adpu320 SCSI Controller Port timeout due to prolonged inactivity.,,,False,,,itsm,,False,,,,1.0,,
10460,False,4,Citrix XML Service - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001971,True,1,Active directory - File replication service (sysvol replication issue) (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1001397,False,5,Exchange 2007/2010 - The connection between the Client Access server and the Mailbox server failed.,,,False,,,itsm,,False,,,,1.0,,
1003526,False,7,Dell Server Monitoring - Unable to read Voltage.,,,False,,,itsm,,False,,,,1.0,,
1000941,False,7,MegaRAID Storage Manager - Temperature sensor exceeds warning threshold on enclosure.,,,False,,,itsm,,False,,,,1.0,,
1000948,False,7,MegaRAID Storage Manager - The enclosure has a hardware error or enclosure is not responding.,,,False,,,itsm,,False,,,,1.0,,
1001378,True,9,Low memory condition causing Symantec to fail. - Closing,,,False,,,itsm,,False,,,,1.0,,
50186,,,,,,False,,,itsm,,False,,,,2.0,,
1001980,False,11,SharePoint 2010 - The management agent failed,,,False,,,itsm,,False,,,,1.0,,
1003405,True,89,MS Lync - The domain controller could have gone down (Closing condition),,,False,,,itsm,,False,,,,1.0,,
1000304,False,7,"VIA Technologies, Inc. - VIA Serial ATA RAID Controller Device did not respond within the timeout Period.",,,False,,,itsm,,False,,,,1.0,,
1001726,False,7,Dell Server controller battery temperature is above normal,,,False,,,itsm,,False,,,,1.0,,
1003973,False,9,Server Unexpectedly rebooted multiple times or rebooted once with a memory dump,,,False,,,itsm,,False,,,,1.0,,
1001122,False,13,HTTP.sys is misconfigured Under IIS,,,False,,,itsm,,False,,,,1.0,,
50339,,,,,,False,,,itsm,,False,,,,2.0,,
1001916,False,11,SharePoint Services - A runtime exception occurred in the Business Data Catalog database adapter,,,False,,,itsm,,False,,,,1.0,,
1003742,True,5,Potential Disk I/O Problem may cause the Exchange Server to stop delivering e-mails or deliver e-mails very slowly (Closing condition),,,False,,,itsm,,False,,,,1.0,,
10427,False,29,Backup Exec Agent Browser - Not In Running State,,,False,,,itsm,,False,,,,1.0,,
16736,False,2,COMODO ESM VNC Server- Not In Running State,,,False,,,itsm,,False,,,,1.0,,
1001390,True,5,Exchange - Database Does Not Mount After You Restore an Offline Backup. - Closing,,,False,,,itsm,,False,,,,1.0,,
